name,released,rating,ratings_count,added,reviews_count,genres,platform,game_mode,status_yet,status_owned,status_beaten,status_toplay,status_dropped,status_playing,platform_visual,genres_visual,rating_rango,genres_clean
Jagged Alliance 2 Gold,2006-07-06,4.4,100,608,101,['Strategy'],"['PC', 'Apple Macintosh']",Singleplayer,44,453,59,20,24,8,"['PC', 'Apple Macintosh']",['Strategy'],"(44.0, 128.0]",['Strategy']
Super Trench Attack!,2013-09-05,2.94,31,608,31,"['Action', 'RPG', 'Arcade', 'Indie']",['PC'],Singleplayer,13,568,13,1,13,1,['PC'],"['Action', 'RPG', 'Arcade', 'Indie']","(17.0, 44.0]","['Action', 'RPG', 'Arcade', 'Indie']"
Chronicle: RuneScape Legends,2016-05-26,2.49,37,608,37,"['Adventure', 'Strategy']","['PC', 'Apple Macintosh']",Both,18,563,5,1,22,1,"['PC', 'Apple Macintosh']","['Adventure', 'Strategy']","(17.0, 44.0]","['Adventure', 'Strategy']"
Grand Theft Auto: Liberty City Stories,2005-10-24,3.99,244,608,245,['Action'],"['PlayStation', 'iOS', 'Android']",Other,34,107,286,69,103,9,"['PlayStation', 'iOS', 'Android']",['Action'],"(128.0, 373.0]",['Action']
Tinykin,2022-08-29,4.21,87,607,90,"['Action', 'Adventure', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,31,414,88,41,26,7,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure', 'Indie']","(44.0, 128.0]","['Action', 'Adventure', 'Indie']"
Xenoblade Chronicles: Definitive Edition,2020-05-29,4.31,140,607,144,['RPG'],['Nintendo'],Other,108,70,132,184,54,59,['Nintendo'],['RPG'],"(128.0, 373.0]",['RPG']
Dungeon Keeper 2,1999-06-30,4.37,157,607,158,"['Action', 'Strategy']",['PC'],Both,50,375,100,24,55,3,['PC'],"['Action', 'Strategy']","(128.0, 373.0]","['Action', 'Strategy']"
Wickland,2015-02-06,2.14,21,607,21,"['Action', 'Indie']",['PC'],Multiplayer,18,579,3,2,5,1,['PC'],"['Action', 'Indie']","(17.0, 44.0]","['Action', 'Indie']"
404Sight,2015-04-16,2.26,25,607,27,"['Action', 'Indie']",['PC'],Singleplayer,23,562,17,1,4,1,['PC'],"['Action', 'Indie']","(17.0, 44.0]","['Action', 'Indie']"
//N.P.P.D. RUSH//- The milk of Ultraviolet,2014-02-13,1.6,15,607,15,"['Action', 'Indie']",['PC'],Singleplayer,8,588,1,3,7,1,['PC'],"['Action', 'Indie']","(-0.001, 17.0]","['Action', 'Indie']"
The Godfather II,2009-04-07,3.58,161,607,161,"['Action', 'Strategy']","['PC', 'PlayStation', 'Xbox']",Other,29,340,157,36,41,4,"['PC', 'PlayStation', 'Xbox']","['Action', 'Strategy']","(128.0, 373.0]","['Action', 'Strategy']"
Dungeons & Dragons: Chronicles of Mystara,2013-06-18,3.43,77,607,79,"['Action', 'Adventure', 'RPG']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Both,37,496,42,3,27,2,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure', 'RPG']","(44.0, 128.0]","['Action', 'Adventure', 'RPG']"
DYNASTY WARRIORS 9,2018-02-08,2.34,63,606,65,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Other,18,542,9,10,25,2,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure']","(44.0, 128.0]","['Action', 'Adventure']"
A.D. 2044,1996-09-08,1.79,58,606,58,[],['PC'],Other,61,526,1,5,14,1,['PC'],[],"(44.0, 128.0]",['Unknown']
Harry Potter and the Prisoner of Azkaban,2004-06-01,4.06,281,606,285,"['Action', 'Arcade', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,20,83,403,40,55,5,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Arcade', 'Platformer']","(128.0, 373.0]","['Action', 'Arcade', 'Platformer']"
Donkey Kong Country: Tropical Freeze,2014-02-13,4.35,217,606,228,['Platformer'],['Nintendo'],Singleplayer,71,94,208,118,67,48,['Nintendo'],['Platformer'],"(128.0, 373.0]",['Platformer']
Gunspell,2014-11-07,2.39,23,606,23,"['Adventure', 'RPG', 'Indie']","['PC', 'Apple Macintosh', 'Linux']",Singleplayer,17,581,2,1,6,1,"['PC', 'Apple Macintosh', 'Linux']","['Adventure', 'RPG', 'Indie']","(17.0, 44.0]","['Adventure', 'RPG', 'Indie']"
Moonscars,2022-09-27,3.62,28,605,29,"['Action', 'Adventure', 'Fighting', 'Indie', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,50,439,23,62,25,6,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure', 'Fighting', 'Indie', 'Platformer']","(17.0, 44.0]","['Action', 'Adventure', 'Fighting', 'Indie', 'Platformer']"
The Dark Pictures Anthology: The Devil In Me,2022-11-17,3.31,167,605,172,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox']",Both,58,181,221,121,17,7,"['PC', 'PlayStation', 'Xbox']","['Action', 'Adventure']","(128.0, 373.0]","['Action', 'Adventure']"
Crash Team Racing,1999-09-30,4.36,312,605,314,"['Action', 'Racing']",['PlayStation'],Both,12,160,301,31,98,3,['PlayStation'],"['Action', 'Racing']","(128.0, 373.0]","['Action', 'Racing']"
7 Grand Steps: What Ancients Begat,2013-06-07,1.65,20,605,20,"['Strategy', 'Simulation', 'Casual', 'Indie']","['PC', 'Apple Macintosh']",Singleplayer,35,556,3,1,11,1,"['PC', 'Apple Macintosh']","['Strategy', 'Simulation', 'Casual', 'Indie']","(17.0, 44.0]","['Strategy', 'Simulation', 'Casual', 'Indie']"
Lost Ember,2019-11-19,3.53,66,605,68,"['Action', 'Adventure', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,67,355,42,118,18,5,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure', 'Indie']","(44.0, 128.0]","['Action', 'Adventure', 'Indie']"
Street Fighter V CFN Beta,2017-03-28,2.1,50,605,50,['Action'],"['PC', 'PlayStation']",Multiplayer,20,567,5,1,13,1,"['PC', 'PlayStation']",['Action'],"(44.0, 128.0]",['Action']
Creaks,2020-07-22,3.92,101,604,101,"['Adventure', 'Indie', 'Puzzle']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",Singleplayer,46,339,91,86,35,7,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']","['Adventure', 'Indie', 'Puzzle']","(44.0, 128.0]","['Adventure', 'Indie', 'Puzzle']"
Hot Shots Golf (2017),2017-08-20,3.79,96,604,96,"['Simulation', 'Sports']",['PlayStation'],Other,27,478,28,6,49,16,['PlayStation'],"['Simulation', 'Sports']","(44.0, 128.0]","['Simulation', 'Sports']"
inMomentum,2011-10-31,2.47,17,604,17,"['Racing', 'Indie']",['PC'],Both,25,567,4,1,8,1,['PC'],"['Racing', 'Indie']","(-0.001, 17.0]","['Racing', 'Indie']"
LOVE,2014-02-07,3.61,29,604,31,"['Action', 'Indie']","['PC', 'Nintendo']",Singleplayer,56,511,24,4,9,1,"['PC', 'Nintendo']","['Action', 'Indie']","(17.0, 44.0]","['Action', 'Indie']"
Sparkle 2,2013-06-06,2.96,79,604,79,"['Action', 'Adventure', 'Casual', 'Indie', 'Puzzle']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Nintendo']",Singleplayer,27,519,28,3,22,5,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Nintendo']","['Action', 'Adventure', 'Casual', 'Indie', 'Puzzle']","(44.0, 128.0]","['Action', 'Adventure', 'Casual', 'Indie', 'Puzzle']"
METAL GEAR SOLID V: THE DEFINITIVE EXPERIENCE,2016-10-11,4.47,91,604,92,['Action'],"['PC', 'PlayStation', 'Xbox']",Multiplayer,57,399,63,46,27,12,"['PC', 'PlayStation', 'Xbox']",['Action'],"(44.0, 128.0]",['Action']
Cute can be broken,2021-03-03,4.28,123,603,130,['Adventure'],['PC'],Other,28,375,7,128,10,55,['PC'],['Adventure'],"(44.0, 128.0]",['Adventure']
Speedball 2 HD,2013-12-04,2.2,20,603,20,"['Action', 'Sports', 'Arcade', 'Indie']",['PC'],Both,16,581,1,2,3,1,['PC'],"['Action', 'Sports', 'Arcade', 'Indie']","(17.0, 44.0]","['Action', 'Sports', 'Arcade', 'Indie']"
Neon Space,2016-05-12,1.83,23,603,23,"['Action', 'Adventure', 'Strategy', 'Casual', 'Indie']","['PC', 'Apple Macintosh', 'Linux']",Singleplayer,9,588,1,1,4,1,"['PC', 'Apple Macintosh', 'Linux']","['Action', 'Adventure', 'Strategy', 'Casual', 'Indie']","(17.0, 44.0]","['Action', 'Adventure', 'Strategy', 'Casual', 'Indie']"
Deus Ex: Breach,2017-01-24,2.5,38,603,38,"['Action', 'RPG']",['PC'],Singleplayer,37,529,8,11,17,1,['PC'],"['Action', 'RPG']","(17.0, 44.0]","['Action', 'RPG']"
Rayman 2: The Great Escape,1999-10-29,4.13,162,603,165,"['Action', 'Adventure', 'Platformer']","['PC', 'PlayStation', 'iOS', 'Nintendo', 'SEGA']",Singleplayer,55,234,169,51,86,8,"['PC', 'PlayStation', 'iOS', 'Nintendo', 'SEGA']","['Action', 'Adventure', 'Platformer']","(128.0, 373.0]","['Action', 'Adventure', 'Platformer']"
The First Descendant,2024-06-30,2.98,52,602,56,"['Action', 'Adventure', 'RPG']","['PC', 'PlayStation', 'Xbox']",Both,29,473,13,34,48,5,"['PC', 'PlayStation', 'Xbox']","['Action', 'Adventure', 'RPG']","(44.0, 128.0]","['Action', 'Adventure', 'RPG']"
Have a Nice Death,2023-03-22,3.62,69,602,72,"['Action', 'Indie', 'Platformer']","['PC', 'Xbox', 'Nintendo']",Singleplayer,77,245,33,185,52,10,"['PC', 'Xbox', 'Nintendo']","['Action', 'Indie', 'Platformer']","(44.0, 128.0]","['Action', 'Indie', 'Platformer']"
Neon Space 2,2016-07-26,1.83,23,602,23,"['Action', 'Adventure', 'Strategy', 'Casual', 'Indie']","['PC', 'Apple Macintosh', 'Linux']",Singleplayer,11,585,1,1,5,1,"['PC', 'Apple Macintosh', 'Linux']","['Action', 'Adventure', 'Strategy', 'Casual', 'Indie']","(17.0, 44.0]","['Action', 'Adventure', 'Strategy', 'Casual', 'Indie']"
LEGO Harry Potter Collection,2016-10-18,3.77,78,602,78,"['Action', 'Adventure', 'Casual']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Both,32,436,62,13,38,21,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure', 'Casual']","(44.0, 128.0]","['Action', 'Adventure', 'Casual']"
Tokyo Xanadu eX+,2017-12-07,3.27,42,601,44,"['Action', 'RPG']","['PC', 'PlayStation', 'Nintendo']",Singleplayer,53,486,18,17,15,12,"['PC', 'PlayStation', 'Nintendo']","['Action', 'RPG']","(17.0, 44.0]","['Action', 'RPG']"
Sonic & Knuckles,1994-10-18,4.32,192,601,194,['Platformer'],"['PC', 'PlayStation', 'Xbox', 'Nintendo', 'SEGA']",Other,19,305,174,27,75,1,"['PC', 'PlayStation', 'Xbox', 'Nintendo', 'SEGA']",['Platformer'],"(128.0, 373.0]",['Platformer']
My Lands: Black Gem Hunting,2014-09-16,1.67,27,601,27,"['Strategy', 'Casual', 'Massively Multiplayer', 'Indie']",['PC'],Both,7,580,1,2,11,1,['PC'],"['Strategy', 'Casual', 'Massively Multiplayer', 'Indie']","(17.0, 44.0]","['Strategy', 'Casual', 'Massively Multiplayer', 'Indie']"
Fairy Bloom Freesia,2012-10-16,2.97,31,601,33,"['Action', 'Indie']",['PC'],Singleplayer,19,561,9,4,7,1,['PC'],"['Action', 'Indie']","(17.0, 44.0]","['Action', 'Indie']"
LostWinds,2008-05-12,2.95,21,601,21,['Adventure'],"['PC', 'Nintendo']",Singleplayer,29,539,12,9,11,1,"['PC', 'Nintendo']",['Adventure'],"(17.0, 44.0]",['Adventure']
The 7th Guest,1993-04-01,3.41,35,601,37,"['Adventure', 'Puzzle']","['PC', 'iOS', 'Apple Macintosh', 'Linux']",Singleplayer,39,521,10,13,18,1,"['PC', 'iOS', 'Apple Macintosh', 'Linux']","['Adventure', 'Puzzle']","(17.0, 44.0]","['Adventure', 'Puzzle']"
Coloring Game,2019-02-18,3.4,50,600,50,"['Casual', 'Indie']",['PC'],Singleplayer,9,528,27,2,29,5,['PC'],"['Casual', 'Indie']","(44.0, 128.0]","['Casual', 'Indie']"
Smoke And Sacrifice,2018-05-31,3.24,22,600,25,"['Action', 'Adventure', 'RPG', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,53,516,6,9,14,2,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure', 'RPG', 'Indie']","(17.0, 44.0]","['Action', 'Adventure', 'RPG', 'Indie']"
DUNGEONS,2011-02-04,2.43,23,600,23,"['RPG', 'Strategy']",['PC'],Singleplayer,21,551,7,8,12,1,['PC'],"['RPG', 'Strategy']","(17.0, 44.0]","['RPG', 'Strategy']"
Livelock,2016-08-30,2.79,66,600,67,"['Action', 'Adventure', 'Indie']","['PC', 'PlayStation', 'Xbox']",Singleplayer,27,531,16,5,18,3,"['PC', 'PlayStation', 'Xbox']","['Action', 'Adventure', 'Indie']","(44.0, 128.0]","['Action', 'Adventure', 'Indie']"
Penarium,2015-09-22,2.76,19,600,21,"['Action', 'Arcade', 'Casual', 'Indie']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux']",Singleplayer,17,564,8,3,7,1,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux']","['Action', 'Arcade', 'Casual', 'Indie']","(17.0, 44.0]","['Action', 'Arcade', 'Casual', 'Indie']"
Machinika Museum,2021-03-22,3.11,26,599,28,"['Adventure', 'Casual', 'Indie', 'Puzzle']","['PC', 'iOS', 'Apple Macintosh']",Singleplayer,42,538,15,2,2,1,"['PC', 'iOS', 'Apple Macintosh']","['Adventure', 'Casual', 'Indie', 'Puzzle']","(17.0, 44.0]","['Adventure', 'Casual', 'Indie', 'Puzzle']"
Life is Feudal: Your Own,2015-11-17,2.7,52,599,54,"['Action', 'RPG', 'Simulation', 'Indie']",['PC'],Both,19,533,7,11,28,1,['PC'],"['Action', 'RPG', 'Simulation', 'Indie']","(44.0, 128.0]","['Action', 'RPG', 'Simulation', 'Indie']"
Miscreated,2014-10-30,3.05,60,599,61,"['Action', 'Adventure', 'RPG', 'Strategy', 'Simulation', 'Massively Multiplayer', 'Indie']",['PC'],Both,9,534,2,13,37,4,['PC'],"['Action', 'Adventure', 'RPG', 'Strategy', 'Simulation', 'Massively Multiplayer', 'Indie']","(44.0, 128.0]","['Action', 'Adventure', 'RPG', 'Strategy', 'Simulation', 'Massively Multiplayer', 'Indie']"
Quest of Dungeons,2014-02-28,3.0,21,599,22,"['Adventure', 'RPG', 'Indie']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,35,536,10,8,10,1,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']","['Adventure', 'RPG', 'Indie']","(17.0, 44.0]","['Adventure', 'RPG', 'Indie']"
WET,2009-09-15,3.42,96,599,98,"['Action', 'Shooter', 'Strategy', 'Casual', 'Indie']","['PC', 'PlayStation', 'Xbox']",Singleplayer,24,409,86,36,38,6,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter', 'Strategy', 'Casual', 'Indie']","(44.0, 128.0]","['Action', 'Shooter', 'Strategy', 'Casual', 'Indie']"
World of Warcraft: Wrath of the Lich King,2008-11-13,4.46,347,598,348,"['RPG', 'Massively Multiplayer']","['PC', 'Apple Macintosh']",Other,8,149,295,11,122,13,"['PC', 'Apple Macintosh']","['RPG', 'Massively Multiplayer']","(128.0, 373.0]","['RPG', 'Massively Multiplayer']"
Men of War: Vietnam,2011-09-07,2.95,22,598,22,['Strategy'],['PC'],Both,34,539,10,2,12,1,['PC'],['Strategy'],"(17.0, 44.0]",['Strategy']
nail'd,2010-08-05,3.32,41,598,41,['Racing'],"['PC', 'PlayStation', 'Xbox']",Singleplayer,11,542,12,3,27,3,"['PC', 'PlayStation', 'Xbox']",['Racing'],"(17.0, 44.0]",['Racing']
Star Wars Bounty Hunter,2002-11-19,3.51,56,598,57,"['Action', 'Shooter', 'Adventure']","['PC', 'PlayStation', 'Nintendo']",Singleplayer,39,491,21,12,31,4,"['PC', 'PlayStation', 'Nintendo']","['Action', 'Shooter', 'Adventure']","(44.0, 128.0]","['Action', 'Shooter', 'Adventure']"
RUSH: A Disney • PIXAR Adventure,2017-10-31,2.83,84,597,84,"['Adventure', 'Casual']","['PC', 'Xbox']",Singleplayer,13,520,19,3,40,2,"['PC', 'Xbox']","['Adventure', 'Casual']","(44.0, 128.0]","['Adventure', 'Casual']"
The Wolf Among Us 2,2025-12-31,3.52,22,597,23,['Adventure'],"['PC', 'PlayStation', 'Xbox']",Other,80,93,10,407,4,3,"['PC', 'PlayStation', 'Xbox']",['Adventure'],"(17.0, 44.0]",['Adventure']
Disciples III: Reincarnation,2014-02-14,3.47,72,597,72,"['RPG', 'Strategy']",['PC'],Both,20,509,28,11,26,3,['PC'],"['RPG', 'Strategy']","(44.0, 128.0]","['RPG', 'Strategy']"
Circuits,2014-04-17,3.11,37,597,37,"['Casual', 'Indie', 'Puzzle']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,18,542,15,6,13,3,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']","['Casual', 'Indie', 'Puzzle']","(17.0, 44.0]","['Casual', 'Indie', 'Puzzle']"
Alchemy Mysteries: Prague Legends,2014-12-22,2.34,41,597,41,"['Adventure', 'Casual', 'Indie']","['PC', 'Linux']",Singleplayer,12,554,24,1,6,1,"['PC', 'Linux']","['Adventure', 'Casual', 'Indie']","(17.0, 44.0]","['Adventure', 'Casual', 'Indie']"
ARCADE GAME SERIES: GALAGA,2016-04-19,3.81,37,597,37,['Action'],"['PC', 'PlayStation', 'Xbox']",Singleplayer,18,559,8,1,9,3,"['PC', 'PlayStation', 'Xbox']",['Action'],"(17.0, 44.0]",['Action']
Grow Up,2016-08-16,3.85,102,597,102,"['Action', 'Adventure', 'Casual', 'Indie']","['PC', 'PlayStation', 'Xbox']",Singleplayer,35,422,79,27,30,4,"['PC', 'PlayStation', 'Xbox']","['Action', 'Adventure', 'Casual', 'Indie']","(44.0, 128.0]","['Action', 'Adventure', 'Casual', 'Indie']"
Pawnbarian,2019-03-09,2.93,14,596,15,"['RPG', 'Strategy', 'Casual', 'Indie', 'Puzzle']","['PC', 'iOS', 'Web']",Singleplayer,21,554,6,6,7,2,"['PC', 'iOS', 'Web']","['RPG', 'Strategy', 'Casual', 'Indie', 'Puzzle']","(-0.001, 17.0]","['RPG', 'Strategy', 'Casual', 'Indie', 'Puzzle']"
Empire of Sin,2020-12-01,2.78,60,596,60,"['RPG', 'Strategy']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",Singleplayer,50,393,14,91,44,4,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']","['RPG', 'Strategy']","(44.0, 128.0]","['RPG', 'Strategy']"
Fallout: New Vegas - Ultimate Edition,2012-02-07,4.48,299,596,301,"['Action', 'Shooter', 'RPG']","['PC', 'PlayStation', 'Xbox']",Other,78,151,251,52,51,13,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter', 'RPG']","(128.0, 373.0]","['Action', 'Shooter', 'RPG']"
Spin Rush,2016-09-16,1.88,24,596,24,"['Action', 'Casual', 'Indie']","['PC', 'Apple Macintosh', 'Linux']",Singleplayer,9,584,1,1,2,1,"['PC', 'Apple Macintosh', 'Linux']","['Action', 'Casual', 'Indie']","(17.0, 44.0]","['Action', 'Casual', 'Indie']"
Digimon Masters Online,2016-11-03,2.15,39,596,40,"['Action', 'Adventure', 'RPG', 'Casual', 'Massively Multiplayer']",['PC'],Both,19,550,3,1,22,1,['PC'],"['Action', 'Adventure', 'RPG', 'Casual', 'Massively Multiplayer']","(17.0, 44.0]","['Action', 'Adventure', 'RPG', 'Casual', 'Massively Multiplayer']"
Rise to Ruins,2019-10-14,3.6,40,596,40,"['Strategy', 'Simulation', 'Indie']","['PC', 'Apple Macintosh', 'Linux']",Singleplayer,13,549,4,13,13,4,"['PC', 'Apple Macintosh', 'Linux']","['Strategy', 'Simulation', 'Indie']","(17.0, 44.0]","['Strategy', 'Simulation', 'Indie']"
Arcade Paradise,2022-08-11,3.53,18,595,19,"['Adventure', 'Simulation', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Both,66,497,5,6,15,6,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Adventure', 'Simulation', 'Indie']","(17.0, 44.0]","['Adventure', 'Simulation', 'Indie']"
The Godfather: The Game,2006-03-21,3.82,190,595,192,"['Action', 'Shooter', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,35,215,224,53,66,2,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Shooter', 'Adventure']","(128.0, 373.0]","['Action', 'Shooter', 'Adventure']"
Zero Gear,2010-01-12,2.59,22,595,22,"['Action', 'Sports', 'Racing', 'Indie']",['PC'],Both,19,568,2,1,5,1,['PC'],"['Action', 'Sports', 'Racing', 'Indie']","(17.0, 44.0]","['Action', 'Sports', 'Racing', 'Indie']"
Resonance,2012-06-18,3.61,35,595,36,"['Adventure', 'Indie']","['PC', 'Apple Macintosh', 'Linux']",Both,41,512,27,9,4,2,"['PC', 'Apple Macintosh', 'Linux']","['Adventure', 'Indie']","(17.0, 44.0]","['Adventure', 'Indie']"
Interstellar Marines,2013-07-02,2.4,44,595,45,"['Action', 'RPG', 'Simulation', 'Indie']","['PC', 'Apple Macintosh', 'Linux']",Both,13,546,6,7,23,1,"['PC', 'Apple Macintosh', 'Linux']","['Action', 'RPG', 'Simulation', 'Indie']","(17.0, 44.0]","['Action', 'RPG', 'Simulation', 'Indie']"
Tilt Brush,2016-04-05,3.9,29,595,29,[],"['PC', 'PlayStation']",Other,19,549,11,2,12,2,"['PC', 'PlayStation']",[],"(17.0, 44.0]",['Unknown']
NVIDIA VR Funhouse,2016-07-14,2.83,24,595,24,['Casual'],['PC'],Singleplayer,7,570,11,1,7,1,['PC'],['Casual'],"(17.0, 44.0]",['Casual']
Godus,2013-09-13,2.77,62,595,64,"['Strategy', 'Simulation', 'Indie']","['PC', 'iOS', 'Android', 'Apple Macintosh']",Both,10,516,14,2,52,1,"['PC', 'iOS', 'Android', 'Apple Macintosh']","['Strategy', 'Simulation', 'Indie']","(44.0, 128.0]","['Strategy', 'Simulation', 'Indie']"
There Is No Game: Jam Edition 2015,2020-03-18,3.77,54,594,57,"['Adventure', 'Casual', 'Indie']","['PC', 'Apple Macintosh']",Singleplayer,16,500,75,2,1,1,"['PC', 'Apple Macintosh']","['Adventure', 'Casual', 'Indie']","(44.0, 128.0]","['Adventure', 'Casual', 'Indie']"
Othercide,2020-07-27,3.24,44,594,46,"['Strategy', 'Indie']","['PC', 'PlayStation', 'Xbox']",Singleplayer,46,443,14,48,32,11,"['PC', 'PlayStation', 'Xbox']","['Strategy', 'Indie']","(17.0, 44.0]","['Strategy', 'Indie']"
Capitalism 2,2001-12-16,4.09,21,594,22,"['Strategy', 'Simulation', 'Indie']",['PC'],Both,29,534,11,8,9,3,['PC'],"['Strategy', 'Simulation', 'Indie']","(17.0, 44.0]","['Strategy', 'Simulation', 'Indie']"
Crazy Machines 2,2007-10-15,3.27,32,594,33,"['Strategy', 'Casual']",['PC'],Singleplayer,19,544,11,4,14,2,['PC'],"['Strategy', 'Casual']","(17.0, 44.0]","['Strategy', 'Casual']"
Pit People,2017-01-13,3.57,104,594,106,"['Action', 'RPG', 'Strategy', 'Indie']","['PC', 'Xbox']",Both,35,444,28,26,48,13,"['PC', 'Xbox']","['Action', 'RPG', 'Strategy', 'Indie']","(44.0, 128.0]","['Action', 'RPG', 'Strategy', 'Indie']"
Shiftlings,2015-03-03,2.0,10,594,11,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,37,550,3,1,3,1,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure']","(-0.001, 17.0]","['Action', 'Adventure']"
Forbidden planet,2016-01-11,1.62,16,593,16,"['Strategy', 'Indie']",['PC'],Singleplayer,19,570,1,1,3,1,['PC'],"['Strategy', 'Indie']","(-0.001, 17.0]","['Strategy', 'Indie']"
SolForge,2012-12-18,2.62,21,593,21,"['RPG', 'Strategy', 'Casual', 'Card']","['PC', 'iOS', 'Apple Macintosh', 'Linux']",Both,16,565,1,1,10,1,"['PC', 'iOS', 'Apple Macintosh', 'Linux']","['RPG', 'Strategy', 'Casual', 'Card']","(17.0, 44.0]","['RPG', 'Strategy', 'Casual', 'Card']"
Aperture Hand Lab,2019-06-25,3.44,27,592,27,['Adventure'],['PC'],Singleplayer,33,523,24,1,11,1,['PC'],['Adventure'],"(17.0, 44.0]",['Adventure']
New Super Mario Bros. Wii,2009-11-12,4.08,263,592,266,['Platformer'],['Nintendo'],Multiplayer,20,106,337,32,88,9,['Nintendo'],['Platformer'],"(128.0, 373.0]",['Platformer']
Disciples III - Resurrection,2010-12-03,2.92,38,592,39,['Strategy'],['PC'],Singleplayer,17,531,22,10,12,1,['PC'],['Strategy'],"(17.0, 44.0]",['Strategy']
Concrete Jungle,2015-09-23,3.38,32,592,32,"['Strategy', 'Indie', 'Puzzle']","['PC', 'iOS', 'Android', 'Apple Macintosh']",Singleplayer,20,539,10,3,16,4,"['PC', 'iOS', 'Android', 'Apple Macintosh']","['Strategy', 'Indie', 'Puzzle']","(17.0, 44.0]","['Strategy', 'Indie', 'Puzzle']"
Sonic Frontiers,2022-11-08,3.51,56,591,63,"['Action', 'Adventure', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,48,314,60,132,24,13,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure', 'Platformer']","(44.0, 128.0]","['Action', 'Adventure', 'Platformer']"
Second Extinction,2022-10-20,2.57,36,591,37,['Action'],"['PC', 'Xbox']",Both,67,473,5,13,30,3,"['PC', 'Xbox']",['Action'],"(17.0, 44.0]",['Action']
RIP - Trilogy,2007-06-01,2.93,28,591,28,"['Casual', 'Indie']",['PC'],Both,9,567,10,1,5,1,['PC'],"['Casual', 'Indie']","(17.0, 44.0]","['Casual', 'Indie']"
Convoy,2015-04-20,3.04,25,591,26,"['Action', 'Adventure', 'RPG', 'Strategy', 'Indie']","['PC', 'Apple Macintosh', 'Linux']",Singleplayer,29,535,7,5,14,1,"['PC', 'Apple Macintosh', 'Linux']","['Action', 'Adventure', 'RPG', 'Strategy', 'Indie']","(17.0, 44.0]","['Action', 'Adventure', 'RPG', 'Strategy', 'Indie']"
Master of Orion,2016-02-26,3.38,80,591,80,['Strategy'],"['PC', 'Apple Macintosh', 'Linux']",Both,30,488,28,18,23,4,"['PC', 'Apple Macintosh', 'Linux']",['Strategy'],"(44.0, 128.0]",['Strategy']
